sourceTaxonName,sourceTaxonRank,sourceTaxonSpeciesName,interactionTypeName,targetTaxonName,targetTaxonRank,targetTaxonSpeciesName,decimalLatitude,decimalLongitude,localityId,localityName,interaction_pair,interaction_pair_fraction,patch_name
Scomberomorus regalis,species,Scomberomorus regalis,eats,Anchoa,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Los Roques.,Anchoa_Scomberomorus regalis,5.252994732296882e-07,Patch_5_10_-68_-64
Scomberomorus regalis,species,Scomberomorus regalis,eats,Liza,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Los Roques.,Liza_Scomberomorus regalis,5.252994732296882e-07,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Insecta,class,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Insecta_Paratrygon aiereba,2.6264973661484414e-06,Patch_5_10_-68_-64
Potamotrygon orbignyi,species,Potamotrygon orbignyi,eats,Crustacea,subphylum,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|,Crustacea_Potamotrygon orbignyi,1.5758984196890648e-06,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Crustacea,subphylum,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Crustacea_Paratrygon aiereba,2.1011978929187528e-06,Patch_5_10_-68_-64
Potamotrygon orbignyi,species,Potamotrygon orbignyi,eats,Insecta,class,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|,Insecta_Potamotrygon orbignyi,4.2023957858375056e-06,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Plantae,kingdom,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Paratrygon aiereba_Plantae,5.252994732296882e-07,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Gnathostomata,superorder,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Gnathostomata_Paratrygon aiereba,1.5758984196890648e-06,Patch_5_10_-68_-64
Potamotrygon orbignyi,species,Potamotrygon orbignyi,eats,Plantae,kingdom,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|,Plantae_Potamotrygon orbignyi,5.252994732296882e-07,Patch_5_10_-68_-64
Potamotrygon orbignyi,species,Potamotrygon orbignyi,eats,unidentified,species,unidentified,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|,Potamotrygon orbignyi_unidentified,6.303593678756259e-06,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,unidentified,species,unidentified,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Paratrygon aiereba_unidentified,4.2023957858375056e-06,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Loricariichthys maculatus,species,Loricariichthys maculatus,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Loricariichthys maculatus_Paratrygon aiereba,5.252994732296882e-07,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Macrobrachium amazonicum,species,Macrobrachium amazonicum,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Macrobrachium amazonicum_Paratrygon aiereba,1.0505989464593764e-06,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Prochilodus mariae,species,Prochilodus mariae,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Paratrygon aiereba_Prochilodus mariae,5.252994732296882e-07,Patch_5_10_-68_-64
Paratrygon aiereba,species,Paratrygon aiereba,eats,Aphyocharax alburnus,species,Aphyocharax alburnus,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Apure River basin.,Aphyocharax alburnus_Paratrygon aiereba,5.252994732296882e-07,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Temora,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|upper 50 m of Cariaco Trench.,Diaphus taaningi_Temora,1.0505989464593764e-06,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Eucalanus,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|upper 50 m of Cariaco Trench.,Diaphus taaningi_Eucalanus,5.252994732296882e-07,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Oncaea,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|upper 50 m of Cariaco Trench.,Diaphus taaningi_Oncaea,1.0505989464593764e-06,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Oikopleura,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|upper 50 m of Cariaco Trench.,Diaphus taaningi_Oikopleura,1.0505989464593764e-06,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Calanoida,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|upper 50 m of Cariaco Trench.,Calanoida_Diaphus taaningi,1.0505989464593764e-06,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Pisces,superclass,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|upper 50 m of Cariaco Trench. March 1972, 2227-2324H",Diaphus taaningi_Pisces,2.1011978929187528e-06,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Lucifer,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|upper 50 m of Cariaco Trench. March 1972, 2227-2324H",Diaphus taaningi_Lucifer,5.252994732296882e-07,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Polychaeta,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|upper 50 m of Cariaco Trench. March 1972, 2227-2324H",Diaphus taaningi_Polychaeta,1.0505989464593764e-06,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Sagitta,genus,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|upper 50 m of Cariaco Trench. March 1972, 2227-2324H",Diaphus taaningi_Sagitta,1.0505989464593764e-06,Patch_5_10_-68_-64
Diaphus taaningi,species,Diaphus taaningi,eats,Decapoda,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|upper 50 m of Cariaco Trench. March 1972, 2227-2324H",Decapoda_Diaphus taaningi,5.252994732296882e-07,Patch_5_10_-68_-64
Plagioscion squamosissimus,species,Plagioscion squamosissimus,eats,Plantae,kingdom,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Plagioscion squamosissimus_Plantae,1.0505989464593764e-06,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Crustacea,subphylum,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla orinocensis_Crustacea,2.1011978929187528e-06,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Tetrapoda,superclass,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla orinocensis_Tetrapoda,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Plantae,kingdom,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla temensis_Plantae,1.0505989464593764e-06,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Crustacea,subphylum,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla temensis_Crustacea,1.0505989464593764e-06,Patch_5_10_-68_-64
Plagioscion squamosissimus,species,Plagioscion squamosissimus,eats,Actinopterygii,class,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Actinopterygii_Plagioscion squamosissimus,5.252994732296882e-07,Patch_5_10_-68_-64
Hydrolycus scomberoides,species,Hydrolycus scomberoides,eats,Pimelodidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994.",Hydrolycus scomberoides_Pimelodidae,5.252994732296882e-07,Patch_5_10_-68_-64
Hydrolycus scomberoides,species,Hydrolycus scomberoides,eats,Sciaenidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994.",Hydrolycus scomberoides_Sciaenidae,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Actinopterygii,class,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Actinopterygii_Cichla temensis,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Hemiodontidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla orinocensis_Hemiodontidae,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Hemiodontidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla temensis_Hemiodontidae,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Cichlidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla orinocensis_Cichlidae,5.252994732296882e-07,Patch_5_10_-68_-64
Hydrolycus scomberoides,species,Hydrolycus scomberoides,eats,Actinopterygii,class,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994.",Actinopterygii_Hydrolycus scomberoides,5.252994732296882e-07,Patch_5_10_-68_-64
Plagioscion squamosissimus,species,Plagioscion squamosissimus,eats,Pimelodidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Pimelodidae_Plagioscion squamosissimus,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Anura,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Anura_Cichla orinocensis,5.252994732296882e-07,Patch_5_10_-68_-64
Plagioscion squamosissimus,species,Plagioscion squamosissimus,eats,Sciaenidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Plagioscion squamosissimus_Sciaenidae,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Synbranchidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla temensis_Synbranchidae,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Cichlidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Cichla temensis_Cichlidae,5.252994732296882e-07,Patch_5_10_-68_-64
Plagioscion squamosissimus,species,Plagioscion squamosissimus,eats,Hemiodontidae,family,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Guri Reservoir, October 1993 to July 1994",Hemiodontidae_Plagioscion squamosissimus,5.252994732296882e-07,Patch_5_10_-68_-64
Ochmacanthus alternus,species,Ochmacanthus alternus,eats,Plantae,kingdom,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,"Venezuela|Cano Maraca, 1984.",Ochmacanthus alternus_Plantae,1.0505989464593764e-06,Patch_5_10_-68_-64
Prochilodus mariae,species,Prochilodus mariae,eats,Plantae,kingdom,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Rio Bocono,Plantae_Prochilodus mariae,5.252994732296883e-06,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Insecta,class,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Cichla orinocensis_Insecta,1.5758984196890648e-06,Patch_5_10_-68_-64
Cichla intermedia,species,Cichla intermedia,eats,Crustacea,subphylum,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Cichla intermedia_Crustacea,1.5758984196890648e-06,Patch_5_10_-68_-64
Cichla intermedia,species,Cichla intermedia,eats,Insecta,class,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Cichla intermedia_Insecta,1.5758984196890648e-06,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Siluriformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinacuro River.,Cichla orinocensis_Siluriformes,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Characiformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinacuro River.,Characiformes_Cichla orinocensis,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla intermedia,species,Cichla intermedia,eats,Characiformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Characiformes_Cichla intermedia,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla orinocensis,species,Cichla orinocensis,eats,Perciformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinacuro River.,Cichla orinocensis_Perciformes,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Characiformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Characiformes_Cichla temensis,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Perciformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Cichla temensis_Perciformes,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla intermedia,species,Cichla intermedia,eats,Siluriformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Cichla intermedia_Siluriformes,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla intermedia,species,Cichla intermedia,eats,Perciformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Cichla intermedia_Perciformes,5.252994732296882e-07,Patch_5_10_-68_-64
Cichla temensis,species,Cichla temensis,eats,Siluriformes,order,,7.13229416703,-66.1531287303,FB_COUNTRY:862|,Venezuela|Cinaruco River.,Cichla temensis_Siluriformes,5.252994732296882e-07,Patch_5_10_-68_-64
Cnemidophorus lemniscatus,species,Cnemidophorus lemniscatus,eats,Insecta,class,,6.29167,-66.61667,,"Dos Mosquites, Archipelago Los Roques, Archipelago Los Roques",Cnemidophorus lemniscatus_Insecta,1.5758984196890648e-06,Patch_5_10_-68_-64
Phimophis guianensis,species,Phimophis guianensis,eats,Insecta,class,,8.66667,-66.58333,,9 km S (by road) Chaguiaramos on Rte. 12,Insecta_Phimophis guianensis,5.252994732296882e-07,Patch_5_10_-68_-64
Artibeus lituratus,species,Artibeus lituratus,eats,Caryocar glabrum,species,Caryocar glabrum,5.3333333,-53.0333333,batbase:location:185,Piste de Saint-Elie,Artibeus lituratus_Caryocar glabrum,1.0505989464593764e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Swartzia panacoco,species,Swartzia panacoco,5.3333333,-53.0333333,batbase:location:185,Piste de Saint-Elie,Artibeus lituratus_Swartzia panacoco,1.0505989464593764e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Parinari,genus,,5.3333333,-53.0333333,batbase:location:185,Piste de Saint-Elie,Artibeus lituratus_Parinari,1.0505989464593764e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Licania,genus,,5.3333333,-53.0333333,batbase:location:185,Piste de Saint-Elie,Artibeus lituratus_Licania,1.0505989464593764e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Dipteryx odorata,species,Dipteryx odorata,5.3333333,-53.0333333,batbase:location:185,Piste de Saint-Elie,Artibeus lituratus_Dipteryx odorata,2.6264973661484414e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Bocoa prouacensis,species,Bocoa prouacensis,5.3333333,-53.0333333,batbase:location:185,Piste de Saint-Elie,Artibeus lituratus_Bocoa prouacensis,1.0505989464593764e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Solanum leucocarpon,species,Solanum leucocarpon,5.36,-53.1,Sinnamary,French Guiana,Artibeus lituratus_Solanum leucocarpon,5.252994732296882e-07,Patch_5_10_-56_-52
Carollia perspicillata,species,Carollia perspicillata,eats,Cecropia obtusa,species,Cecropia obtusa,5.36,-53.1,Sinnamary,French Guiana,Carollia perspicillata_Cecropia obtusa,1.0505989464593764e-06,Patch_5_10_-56_-52
Dermanura cinerea,species,Dermanura cinerea,eats,Solanum subinerme,species,Solanum subinerme,5.36,-53.1,Sinnamary,French Guiana,Dermanura cinerea_Solanum subinerme,1.0505989464593764e-06,Patch_5_10_-56_-52
Sturnira lilium,species,Sturnira lilium,eats,Cecropia obtusa,species,Cecropia obtusa,5.36,-53.1,Sinnamary,French Guiana,Cecropia obtusa_Sturnira lilium,1.5758984196890648e-06,Patch_5_10_-56_-52
Dermanura cinerea,species,Dermanura cinerea,eats,Cecropia obtusa,species,Cecropia obtusa,5.36,-53.1,Sinnamary,French Guiana,Cecropia obtusa_Dermanura cinerea,1.0505989464593764e-06,Patch_5_10_-56_-52
Carollia perspicillata,species,Carollia perspicillata,eats,Solanum subinerme,species,Solanum subinerme,5.36,-53.1,Sinnamary,French Guiana,Carollia perspicillata_Solanum subinerme,2.1011978929187528e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Cecropia obtusa,species,Cecropia obtusa,5.36,-53.1,Sinnamary,French Guiana,Artibeus lituratus_Cecropia obtusa,3.1517968393781296e-06,Patch_5_10_-56_-52
Sturnira lilium,species,Sturnira lilium,eats,Solanum leucocarpon,species,Solanum leucocarpon,5.36,-53.1,Sinnamary,French Guiana,Solanum leucocarpon_Sturnira lilium,5.252994732296882e-07,Patch_5_10_-56_-52
Sturnira lilium,species,Sturnira lilium,eats,Solanum subinerme,species,Solanum subinerme,5.36,-53.1,Sinnamary,French Guiana,Solanum subinerme_Sturnira lilium,1.5758984196890648e-06,Patch_5_10_-56_-52
Artibeus lituratus,species,Artibeus lituratus,eats,Solanum subinerme,species,Solanum subinerme,5.36,-53.1,Sinnamary,French Guiana,Artibeus lituratus_Solanum subinerme,1.0505989464593764e-06,Patch_5_10_-56_-52
Sturnira lilium,species,Sturnira lilium,eats,Solanum rugosum,species,Solanum rugosum,5.36,-53.1,Sinnamary,French Guiana,Solanum rugosum_Sturnira lilium,3.1517968393781296e-06,Patch_5_10_-56_-52
Carollia perspicillata,species,Carollia perspicillata,eats,Solanum leucocarpon,species,Solanum leucocarpon,5.36,-53.1,Sinnamary,French Guiana,Carollia perspicillata_Solanum leucocarpon,5.252994732296882e-07,Patch_5_10_-56_-52
Dermanura cinerea,species,Dermanura cinerea,eats,Solanum rugosum,species,Solanum rugosum,5.36,-53.1,Sinnamary,French Guiana,Dermanura cinerea_Solanum rugosum,1.5758984196890648e-06,Patch_5_10_-56_-52
Dermanura cinerea,species,Dermanura cinerea,eats,Solanum leucocarpon,species,Solanum leucocarpon,5.36,-53.1,Sinnamary,French Guiana,Dermanura cinerea_Solanum leucocarpon,5.252994732296882e-07,Patch_5_10_-56_-52
Apis mellifera,species,Apis mellifera,eats,Calotropis procera,species,Calotropis procera,12.1346341,-68.2796944,,,Apis mellifera_Calotropis procera,5.252994732296882e-07,Patch_10_16_-72_-68
Apis mellifera,species,Apis mellifera,eats,Sesuvium portulacastrum,species,Sesuvium portulacastrum,12.0799661558,-68.9173601543,,,Apis mellifera_Sesuvium portulacastrum,5.252994732296882e-07,Patch_10_16_-72_-68
Disonycha spilotrachela,species,,eats,Turnera ulmifolia,species,Turnera ulmifolia,12.1598226082,-68.2814959386,,,Disonycha spilotrachela_Turnera ulmifolia,5.252994732296882e-07,Patch_10_16_-72_-68
Coereba flaveola,species,Coereba flaveola,eats,Calotropis procera,species,Calotropis procera,12.5633016667,-70.0476916667,,,Calotropis procera_Coereba flaveola,5.252994732296882e-07,Patch_10_16_-72_-68
Danaus plexippus megalippe,subspecies,Danaus plexippus,eats,Calotropis procera,species,Calotropis procera,12.117460976,-68.2706982042,,,Calotropis procera_Danaus plexippus megalippe,2.1011978929187528e-06,Patch_10_16_-72_-68
Spoladea recurvalis,species,Spoladea recurvalis,eats,Sesuvium portulacastrum,species,Sesuvium portulacastrum,12.1027717446,-68.9263130278,,,Sesuvium portulacastrum_Spoladea recurvalis,5.252994732296882e-07,Patch_10_16_-72_-68
Caracara plancus,species,Caracara plancus,eats,Iguana iguana,species,Iguana iguana,12.3458711079,-69.0900993347,,,Caracara plancus_Iguana iguana,5.252994732296882e-07,Patch_10_16_-72_-68
Megalorhipida leucodactylus,species,Megalorhipida leucodactylus,eats,Boerhavia,genus,,12.151998176,-68.274250705,,,Boerhavia_Megalorhipida leucodactylus,1.0505989464593764e-06,Patch_10_16_-72_-68
Iguana iguana,species,Iguana iguana,eats,Euphorbia ophthalmica,species,Euphorbia ophthalmica,12.119780893,-68.2905734695,,,Euphorbia ophthalmica_Iguana iguana,1.0505989464593764e-06,Patch_10_16_-72_-68
Amazona barbadensis,species,Amazona barbadensis,eats,Haematoxylum brasiletto,species,Haematoxylum brasiletto,12.3682304968,-68.3487549148,,,Amazona barbadensis_Haematoxylum brasiletto,5.252994732296882e-07,Patch_10_16_-72_-68
Ziphius cavirostris,species,Ziphius cavirostris,eats,Neognathophausia ingens,species,Neognathophausia ingens,12.1,-68.9333333333,SLB_COUNTRY:532|,Neth Antilles|,Neognathophausia ingens_Ziphius cavirostris,5.252994732296882e-07,Patch_10_16_-72_-68
Tetranychidae,family,,eats,Citrus sinensis,species,Citrus sinensis,10.29,-68.02,a7943d0b-5d79-4c27-8bc7-83010073a393,"Barbula, Carabobo, Venezuela",Citrus sinensis_Tetranychidae,2.6264973661484414e-06,Patch_10_16_-72_-68
Tyrannus melancholicus,species,Tyrannus melancholicus,eats,Hymenoptera,order,,14.81667,-61.18333333,,Colombia:Caparu Biological Station,Hymenoptera_Tyrannus melancholicus,5.252994732296882e-07,Patch_10_16_-64_-60
Tyrannus melancholicus,species,Tyrannus melancholicus,eats,Orthoptera,order,,14.81667,-61.18333333,,Colombia:Caparu Biological Station,Orthoptera_Tyrannus melancholicus,5.252994732296882e-07,Patch_10_16_-64_-60
Tyrannus melancholicus,species,Tyrannus melancholicus,eats,Lepidoptera,order,,14.81667,-61.18333333,,Colombia:Caparu Biological Station,Lepidoptera_Tyrannus melancholicus,5.252994732296882e-07,Patch_10_16_-64_-60
Tyrannus melancholicus,species,Tyrannus melancholicus,eats,Odonata,order,,14.81667,-61.18333333,,Colombia:Caparu Biological Station,Odonata_Tyrannus melancholicus,5.252994732296882e-07,Patch_10_16_-64_-60
Tyrannus melancholicus,species,Tyrannus melancholicus,eats,Coleoptera,order,,14.81667,-61.18333333,,Colombia:Caparu Biological Station,Coleoptera_Tyrannus melancholicus,5.252994732296882e-07,Patch_10_16_-64_-60
Parkesia noveboracensis,species,Parkesia noveboracensis,eats,Heteroptera,suborder,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Heteroptera_Parkesia noveboracensis,5.252994732296882e-07,Patch_10_16_-64_-60
Parkesia noveboracensis,species,Parkesia noveboracensis,eats,Decapoda,order,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Decapoda_Parkesia noveboracensis,5.252994732296882e-07,Patch_10_16_-64_-60
Setophaga ruticilla,species,Setophaga ruticilla,eats,Odonata,order,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Odonata_Setophaga ruticilla,5.252994732296882e-07,Patch_10_16_-64_-60
Setophaga ruticilla,species,Setophaga ruticilla,eats,Orthoptera,order,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Orthoptera_Setophaga ruticilla,5.252994732296882e-07,Patch_10_16_-64_-60
Parkesia noveboracensis,species,Parkesia noveboracensis,eats,Odonata,order,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Odonata_Parkesia noveboracensis,5.252994732296882e-07,Patch_10_16_-64_-60
Setophaga ruticilla,species,Setophaga ruticilla,eats,Heteroptera,suborder,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Heteroptera_Setophaga ruticilla,1.0505989464593764e-06,Patch_10_16_-64_-60
Parkesia noveboracensis,species,Parkesia noveboracensis,eats,Neuroptera,order,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Neuroptera_Parkesia noveboracensis,5.252994732296882e-07,Patch_10_16_-64_-60
Parkesia noveboracensis,species,Parkesia noveboracensis,eats,Hymenoptera,order,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Hymenoptera_Parkesia noveboracensis,5.252994732296882e-07,Patch_10_16_-64_-60
Parkesia noveboracensis,species,Parkesia noveboracensis,eats,Blattodea,order,,10.68333,-63.78333333,,"Venezuela:Chacopata, Chiguana, Muelle de Cariaco",Blattodea_Parkesia noveboracensis,5.252994732296882e-07,Patch_10_16_-64_-60
Atilax paludinosus,species,Atilax paludinosus,eats,unidentified,species,unidentified,13.8794,-60.9712,,,Atilax paludinosus_unidentified,1.5758984196890648e-06,Patch_10_16_-64_-60
Atilax paludinosus,species,Atilax paludinosus,eats,Invertebrate,common,,13.8794,-60.9712,,,Atilax paludinosus_Invertebrate,2.1011978929187528e-06,Patch_10_16_-64_-60
Atilax paludinosus,species,Atilax paludinosus,eats,Plantae,kingdom,,13.8794,-60.9712,,,Atilax paludinosus_Plantae,5.252994732296882e-07,Patch_10_16_-64_-60
Micrurus circinalis,species,Micrurus circinalis,eats,Atractus trilineatus,species,Atractus trilineatus,10.1902177534,-61.3019536132,,,Atractus trilineatus_Micrurus circinalis,5.252994732296882e-07,Patch_10_16_-64_-60
Leptodeira ashmeadii,species,Leptodeira ashmeadii,eats,Dendropsophus microcephalus,species,Dendropsophus microcephalus,10.3548165438,-61.3506662436,,,Dendropsophus microcephalus_Leptodeira ashmeadii,5.252994732296882e-07,Patch_10_16_-64_-60
Nymula,genus,,eats,Cissus,genus,,10.7177173168,-61.5046804797,,,Cissus_Nymula,1.0505989464593764e-06,Patch_10_16_-64_-60
Oxyrhopus petolarius,species,Oxyrhopus petolarius,eats,Gonatodes vittatus,species,Gonatodes vittatus,10.5338205218,-61.4018553123,,,Gonatodes vittatus_Oxyrhopus petolarius,5.252994732296882e-07,Patch_10_16_-64_-60
Pandion haliaetus,species,Pandion haliaetus,eats,Hemiramphus brasiliensis,species,Hemiramphus brasiliensis,14.5274466667,-61.0882783333,,,Hemiramphus brasiliensis_Pandion haliaetus,5.252994732296882e-07,Patch_10_16_-64_-60
