sourceTaxonName,sourceTaxonRank,sourceTaxonSpeciesName,interactionTypeName,targetTaxonName,targetTaxonRank,targetTaxonSpeciesName,decimalLatitude,decimalLongitude,localityId,localityName,interaction_pair,interaction_pair_fraction,patch_name
Anous stolidus,species,Anous stolidus,eats,Exocoetus monocirrhus,species,Exocoetus monocirrhus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Exocoetus monocirrhus,5.252994732296882e-07,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Exocoetus,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Exocoetus_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Teleostei,class,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Teleostei,2.1011978929187528e-06,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Engraulidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Engraulidae_Onychoprion fuscatus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Dipterygonotus balteatus,species,Dipterygonotus balteatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Dipterygonotus balteatus_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Coryphaena hippurus,species,Coryphaena hippurus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Coryphaena hippurus_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Ardenna pacifica,species,Ardenna pacifica,eats,Dipterygonotus balteatus,species,Dipterygonotus balteatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Ardenna pacifica_Dipterygonotus balteatus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Sterna dougallii,species,Sterna dougallii,eats,Coryphaena,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Coryphaena_Sterna dougallii,5.252994732296882e-07,Patch_-5_0_-56_-52
Ardenna pacifica,species,Ardenna pacifica,eats,Mulloidichthys flavolineatus,species,Mulloidichthys flavolineatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Ardenna pacifica_Mulloidichthys flavolineatus,5.252994732296882e-07,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Balistidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Balistidae_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Gygis alba,species,Gygis alba,eats,Engraulidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Engraulidae_Gygis alba,1.0505989464593764e-06,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Hemiramphidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Hemiramphidae_Onychoprion fuscatus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Ardenna pacifica,species,Ardenna pacifica,eats,Clupeidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Ardenna pacifica_Clupeidae,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Teuthida,order,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Phaethon lepturus_Teuthida,1.5758984196890648e-06,Patch_-5_0_-56_-52
Sterna dougallii,species,Sterna dougallii,eats,Hemiramphidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Hemiramphidae_Sterna dougallii,1.0505989464593764e-06,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Teuthida,order,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Onychoprion fuscatus_Teuthida,1.5758984196890648e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Hirundichthys speculiger,species,Hirundichthys speculiger,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Hirundichthys speculiger_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Coryphaena,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Coryphaena,1.0505989464593764e-06,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Dipterygonotus balteatus,species,Dipterygonotus balteatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Dipterygonotus balteatus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Ardenna pacifica,species,Ardenna pacifica,eats,Teleostei,class,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Ardenna pacifica_Teleostei,2.1011978929187528e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Parexocoetus brachypterus,species,Parexocoetus brachypterus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Parexocoetus brachypterus_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Exocoetus monocirrhus,species,Exocoetus monocirrhus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Exocoetus monocirrhus_Phaethon lepturus,5.252994732296882e-07,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Clupeidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Clupeidae,1.0505989464593764e-06,Patch_-5_0_-56_-52
Ardenna pacifica,species,Ardenna pacifica,eats,Scombridae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Ardenna pacifica_Scombridae,1.0505989464593764e-06,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Teleostei,class,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Onychoprion fuscatus_Teleostei,2.1011978929187528e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Holocentridae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Holocentridae_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Engraulidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Engraulidae_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Gygis alba,species,Gygis alba,eats,Teuthida,order,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Gygis alba_Teuthida,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Clupeidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Clupeidae_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Exocoetus,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Exocoetus_Onychoprion fuscatus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Exocoetus monocirrhus,species,Exocoetus monocirrhus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Exocoetus monocirrhus_Onychoprion fuscatus,5.252994732296882e-07,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Belonidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Belonidae,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Carangidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Carangidae_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Sterna dougallii,species,Sterna dougallii,eats,Pomacentridae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Pomacentridae_Sterna dougallii,5.252994732296882e-07,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Mulloidichthys flavolineatus,species,Mulloidichthys flavolineatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Mulloidichthys flavolineatus,5.252994732296882e-07,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Sardinella,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Sardinella,1.0505989464593764e-06,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Teuthida,order,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Teuthida,1.5758984196890648e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Pomacentridae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Phaethon lepturus_Pomacentridae,5.252994732296882e-07,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Parexocoetus,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Parexocoetus_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Sardinella,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Phaethon lepturus_Sardinella,1.0505989464593764e-06,Patch_-5_0_-56_-52
Anous stolidus,species,Anous stolidus,eats,Engraulidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Anous stolidus_Engraulidae,1.5758984196890648e-06,Patch_-5_0_-56_-52
Gygis alba,species,Gygis alba,eats,Teleostei,class,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Gygis alba_Teleostei,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Decapterus,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Decapterus_Phaethon lepturus,1.5758984196890648e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Labridae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Labridae_Phaethon lepturus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Phaethon lepturus,species,Phaethon lepturus,eats,Coryphaena,genus,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Coryphaena_Phaethon lepturus,5.252994732296882e-07,Patch_-5_0_-56_-52
Gygis alba,species,Gygis alba,eats,Dipterygonotus balteatus,species,Dipterygonotus balteatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Dipterygonotus balteatus_Gygis alba,5.252994732296882e-07,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Clupeidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Clupeidae_Onychoprion fuscatus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Sterna dougallii,species,Sterna dougallii,eats,Exocoetus monocirrhus,species,Exocoetus monocirrhus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Exocoetus monocirrhus_Sterna dougallii,5.252994732296882e-07,Patch_-5_0_-56_-52
Ardenna pacifica,species,Ardenna pacifica,eats,Arthropoda,phylum,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Ardenna pacifica_Arthropoda,1.0505989464593764e-06,Patch_-5_0_-56_-52
Onychoprion fuscatus,species,Onychoprion fuscatus,eats,Dipterygonotus balteatus,species,Dipterygonotus balteatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Dipterygonotus balteatus_Onychoprion fuscatus,1.0505989464593764e-06,Patch_-5_0_-56_-52
Sterna dougallii,species,Sterna dougallii,eats,Mullidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Mullidae_Sterna dougallii,5.252994732296882e-07,Patch_-5_0_-56_-52
Gygis alba,species,Gygis alba,eats,Clupeidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Clupeidae_Gygis alba,5.252994732296882e-07,Patch_-5_0_-56_-52
Sterna dougallii,species,Sterna dougallii,eats,Carangidae,family,,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Carangidae_Sterna dougallii,5.252994732296882e-07,Patch_-5_0_-56_-52
Sterna dougallii,species,Sterna dougallii,eats,Dipterygonotus balteatus,species,Dipterygonotus balteatus,-4.25,-55.666667,,Seychelles:Aride and Cousin Islands,Dipterygonotus balteatus_Sterna dougallii,5.252994732296882e-07,Patch_-5_0_-56_-52
Juditha lamis,species,Juditha lamis,eats,Cissus erosa,species,Cissus erosa,-1.6111698604,-52.814878094,,,Cissus erosa_Juditha lamis,5.252994732296882e-07,Patch_-5_0_-56_-52
Erythrolamprus reginae,species,Erythrolamprus reginae,eats,Rhinella,genus,,-1.4357918639,-48.4354769194,,,Erythrolamprus reginae_Rhinella,5.252994732296882e-07,Patch_-5_0_-52_-48
Uroderma bilobatum,species,Uroderma bilobatum,eats,Ficus maxima,species,Ficus maxima,-1.452731,-48.476513,,,Ficus maxima_Uroderma bilobatum,4.2023957858375056e-06,Patch_-5_0_-52_-48
Glossophaga soricina,species,Glossophaga soricina,eats,Manilkara zapota,species,Manilkara zapota,-1.452731,-48.476513,,,Glossophaga soricina_Manilkara zapota,2.6264973661484414e-06,Patch_-5_0_-52_-48
Artibeus jamaicensis,species,Artibeus jamaicensis,eats,Manilkara zapota,species,Manilkara zapota,-1.452731,-48.476513,,,Artibeus jamaicensis_Manilkara zapota,5.778294205526571e-06,Patch_-5_0_-52_-48
Artibeus jamaicensis,species,Artibeus jamaicensis,eats,Ficus retusa,species,Ficus retusa,-1.452731,-48.476513,,,Artibeus jamaicensis_Ficus retusa,5.252994732296882e-07,Patch_-5_0_-52_-48
Uroderma bilobatum,species,Uroderma bilobatum,eats,Ficus retusa,species,Ficus retusa,-1.452731,-48.476513,,,Ficus retusa_Uroderma bilobatum,5.252994732296882e-07,Patch_-5_0_-52_-48
Glossophaga soricina,species,Glossophaga soricina,eats,Cecropia palmata,species,Cecropia palmata,-1.452731,-48.476513,,,Cecropia palmata_Glossophaga soricina,5.252994732296882e-07,Patch_-5_0_-52_-48
Artibeus jamaicensis,species,Artibeus jamaicensis,eats,Cecropia palmata,species,Cecropia palmata,-1.452731,-48.476513,,,Artibeus jamaicensis_Cecropia palmata,1.5758984196890648e-06,Patch_-5_0_-52_-48
Lipaugus vociferans,species,Lipaugus vociferans,eats,Myrcia splendens,species,Myrcia splendens,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Lipaugus vociferans_Myrcia splendens,5.252994732296882e-07,Patch_-5_0_-52_-48
Piaya cayana,species,Piaya cayana,eats,Psychotria colorata,species,Psychotria colorata,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Piaya cayana_Psychotria colorata,5.252994732296882e-07,Patch_-5_0_-52_-48
Pipra rubrocapilla,species,Pipra rubrocapilla,eats,Symphonia globulifera,species,Symphonia globulifera,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Pipra rubrocapilla_Symphonia globulifera,5.252994732296882e-07,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Psidium guajava,species,Psidium guajava,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Psidium guajava,1.0505989464593764e-06,Patch_-5_0_-52_-48
Thamnophilus aethiops,species,Thamnophilus aethiops,eats,Miconia ciliata,species,Miconia ciliata,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Miconia ciliata_Thamnophilus aethiops,5.252994732296882e-07,Patch_-5_0_-52_-48
Thamnophilus aethiops,species,Thamnophilus aethiops,eats,Piper aduncum,species,Piper aduncum,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Piper aduncum_Thamnophilus aethiops,5.252994732296882e-07,Patch_-5_0_-52_-48
Lipaugus vociferans,species,Lipaugus vociferans,eats,Cladocolea micrantha,species,Cladocolea micrantha,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Cladocolea micrantha_Lipaugus vociferans,5.252994732296882e-07,Patch_-5_0_-52_-48
Pipra rubrocapilla,species,Pipra rubrocapilla,eats,Miconia ciliata,species,Miconia ciliata,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Miconia ciliata_Pipra rubrocapilla,1.0505989464593764e-06,Patch_-5_0_-52_-48
Cyanerpes caeruleus,species,Cyanerpes caeruleus,eats,Croton matourensis,species,Croton matourensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Croton matourensis_Cyanerpes caeruleus,5.252994732296882e-07,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Euterpe oleracea,species,Euterpe oleracea,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Euterpe oleracea,1.0505989464593764e-06,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Geonoma macrostachys,species,Geonoma macrostachys,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Geonoma macrostachys,1.0505989464593764e-06,Patch_-5_0_-52_-48
Pipra pipra,species,Pipra pipra,eats,Geonoma macrostachys,species,Geonoma macrostachys,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Geonoma macrostachys_Pipra pipra,1.0505989464593764e-06,Patch_-5_0_-52_-48
Pipra rubrocapilla,species,Pipra rubrocapilla,eats,Spermacoce,genus,,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Pipra rubrocapilla_Spermacoce,1.0505989464593764e-06,Patch_-5_0_-52_-48
Mionectes macconnelli,species,Mionectes macconnelli,eats,Miconia ciliata,species,Miconia ciliata,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Miconia ciliata_Mionectes macconnelli,1.0505989464593764e-06,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Cladocolea micrantha,species,Cladocolea micrantha,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Cladocolea micrantha,1.0505989464593764e-06,Patch_-5_0_-52_-48
Chiroxiphia pareola,species,Chiroxiphia pareola,eats,Croton matourensis,species,Croton matourensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Chiroxiphia pareola_Croton matourensis,5.252994732296882e-07,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Myrcia splendens,species,Myrcia splendens,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Myrcia splendens,1.0505989464593764e-06,Patch_-5_0_-52_-48
Pipra rubrocapilla,species,Pipra rubrocapilla,eats,Cladocolea micrantha,species,Cladocolea micrantha,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Cladocolea micrantha_Pipra rubrocapilla,1.0505989464593764e-06,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Virola surinamensis,species,Virola surinamensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Virola surinamensis,1.0505989464593764e-06,Patch_-5_0_-52_-48
Lophotriccus galeatus,species,Lophotriccus galeatus,eats,Psychotria colorata,species,Psychotria colorata,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Lophotriccus galeatus_Psychotria colorata,5.252994732296882e-07,Patch_-5_0_-52_-48
Tachyphonus surinamus,species,Tachyphonus surinamus,eats,Miconia ciliata,species,Miconia ciliata,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Miconia ciliata_Tachyphonus surinamus,5.252994732296882e-07,Patch_-5_0_-52_-48
Lipaugus vociferans,species,Lipaugus vociferans,eats,Symphonia globulifera,species,Symphonia globulifera,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Lipaugus vociferans_Symphonia globulifera,5.252994732296882e-07,Patch_-5_0_-52_-48
Piaya cayana,species,Piaya cayana,eats,Croton matourensis,species,Croton matourensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Croton matourensis_Piaya cayana,5.252994732296882e-07,Patch_-5_0_-52_-48
Terenotriccus erythrurus,species,Terenotriccus erythrurus,eats,Virola surinamensis,species,Virola surinamensis,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Terenotriccus erythrurus_Virola surinamensis,5.252994732296882e-07,Patch_-5_0_-52_-48
Lipaugus vociferans,species,Lipaugus vociferans,eats,Euterpe oleracea,species,Euterpe oleracea,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Euterpe oleracea_Lipaugus vociferans,5.252994732296882e-07,Patch_-5_0_-52_-48
Tachyphonus cristatus,species,Tachyphonus cristatus,eats,Euterpe oleracea,species,Euterpe oleracea,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Euterpe oleracea_Tachyphonus cristatus,5.252994732296882e-07,Patch_-5_0_-52_-48
Celeus elegans,species,Celeus elegans,eats,Euterpe oleracea,species,Euterpe oleracea,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Celeus elegans_Euterpe oleracea,1.0505989464593764e-06,Patch_-5_0_-52_-48
Chiroxiphia pareola,species,Chiroxiphia pareola,eats,Ficus maxima,species,Ficus maxima,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Chiroxiphia pareola_Ficus maxima,5.252994732296882e-07,Patch_-5_0_-52_-48
Phlegopsis nigromaculata,species,Phlegopsis nigromaculata,eats,Cladocolea micrantha,species,Cladocolea micrantha,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Cladocolea micrantha_Phlegopsis nigromaculata,5.252994732296882e-07,Patch_-5_0_-52_-48
Celeus elegans,species,Celeus elegans,eats,Myrcia splendens,species,Myrcia splendens,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Celeus elegans_Myrcia splendens,1.0505989464593764e-06,Patch_-5_0_-52_-48
Thamnophilus aethiops,species,Thamnophilus aethiops,eats,Psidium guajava,species,Psidium guajava,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Psidium guajava_Thamnophilus aethiops,5.252994732296882e-07,Patch_-5_0_-52_-48
Mionectes macconnelli,species,Mionectes macconnelli,eats,Cladocolea micrantha,species,Cladocolea micrantha,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Cladocolea micrantha_Mionectes macconnelli,1.0505989464593764e-06,Patch_-5_0_-52_-48
Thamnophilus aethiops,species,Thamnophilus aethiops,eats,Tabernaemontana angulata,species,Tabernaemontana angulata,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Tabernaemontana angulata_Thamnophilus aethiops,5.252994732296882e-07,Patch_-5_0_-52_-48
Lepidothrix iris,species,Lepidothrix iris,eats,Miconia ciliata,species,Miconia ciliata,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Lepidothrix iris_Miconia ciliata,5.252994732296882e-07,Patch_-5_0_-52_-48
Pipra rubrocapilla,species,Pipra rubrocapilla,eats,Psidium guajava,species,Psidium guajava,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Pipra rubrocapilla_Psidium guajava,1.0505989464593764e-06,Patch_-5_0_-52_-48
Celeus elegans,species,Celeus elegans,eats,Croton matourensis,species,Croton matourensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Celeus elegans_Croton matourensis,5.252994732296882e-07,Patch_-5_0_-52_-48
Cyanerpes caeruleus,species,Cyanerpes caeruleus,eats,Myrcia splendens,species,Myrcia splendens,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Cyanerpes caeruleus_Myrcia splendens,5.252994732296882e-07,Patch_-5_0_-52_-48
Chiroxiphia pareola,species,Chiroxiphia pareola,eats,Euterpe oleracea,species,Euterpe oleracea,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Chiroxiphia pareola_Euterpe oleracea,1.0505989464593764e-06,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Miconia ciliata,species,Miconia ciliata,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Miconia ciliata,1.0505989464593764e-06,Patch_-5_0_-52_-48
Chiroxiphia pareola,species,Chiroxiphia pareola,eats,Virola surinamensis,species,Virola surinamensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Chiroxiphia pareola_Virola surinamensis,1.5758984196890648e-06,Patch_-5_0_-52_-48
Terenotriccus erythrurus,species,Terenotriccus erythrurus,eats,Myrcia splendens,species,Myrcia splendens,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Myrcia splendens_Terenotriccus erythrurus,5.252994732296882e-07,Patch_-5_0_-52_-48
Cyanerpes caeruleus,species,Cyanerpes caeruleus,eats,Spermacoce,genus,,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Cyanerpes caeruleus_Spermacoce,5.252994732296882e-07,Patch_-5_0_-52_-48
Celeus elegans,species,Celeus elegans,eats,Virola surinamensis,species,Virola surinamensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Celeus elegans_Virola surinamensis,1.0505989464593764e-06,Patch_-5_0_-52_-48
Lophotriccus galeatus,species,Lophotriccus galeatus,eats,Miconia ciliata,species,Miconia ciliata,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Lophotriccus galeatus_Miconia ciliata,5.252994732296882e-07,Patch_-5_0_-52_-48
Trogon rufus,species,Trogon rufus,eats,Piper aduncum,species,Piper aduncum,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Piper aduncum_Trogon rufus,1.0505989464593764e-06,Patch_-5_0_-52_-48
Mionectes macconnelli,species,Mionectes macconnelli,eats,Virola surinamensis,species,Virola surinamensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Mionectes macconnelli_Virola surinamensis,1.0505989464593764e-06,Patch_-5_0_-52_-48
Tachyphonus cristatus,species,Tachyphonus cristatus,eats,Cladocolea micrantha,species,Cladocolea micrantha,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Cladocolea micrantha_Tachyphonus cristatus,5.252994732296882e-07,Patch_-5_0_-52_-48
Tachyphonus surinamus,species,Tachyphonus surinamus,eats,Myrcia splendens,species,Myrcia splendens,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Myrcia splendens_Tachyphonus surinamus,5.252994732296882e-07,Patch_-5_0_-52_-48
Cyanerpes caeruleus,species,Cyanerpes caeruleus,eats,Piper aduncum,species,Piper aduncum,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Cyanerpes caeruleus_Piper aduncum,5.252994732296882e-07,Patch_-5_0_-52_-48
Celeus elegans,species,Celeus elegans,eats,Geonoma macrostachys,species,Geonoma macrostachys,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Celeus elegans_Geonoma macrostachys,1.0505989464593764e-06,Patch_-5_0_-52_-48
Willisornis poecilinotus,species,Willisornis poecilinotus,eats,Geonoma macrostachys,species,Geonoma macrostachys,-1.20555555555556,-48.295,Parque Ecologico de GUNMA,Brazil,Geonoma macrostachys_Willisornis poecilinotus,5.252994732296882e-07,Patch_-5_0_-52_-48
Attila spadiceus,species,Attila spadiceus,eats,Croton matourensis,species,Croton matourensis,-1.21388888888889,-48.2902777777778,Parque Ecologico de GUNMA,Brazil,Attila spadiceus_Croton matourensis,5.252994732296882e-07,Patch_-5_0_-52_-48
