targetTaxonName,sourceTaxonName,interaction_pair_fraction,decimalLatitude,decimalLongitude
Solanum caavurana,Uroderma bilobatum,5.252994732296882e-07,-2.89,-60.0
Cecropia concolor,Dermanura cinerea,5.252994732296882e-07,-3.03,-60.01
Syzygium jambos,Uroderma bilobatum,5.252994732296882e-07,-3.03,-60.01
Psidium guineense,Carollia perspicillata,5.252994732296882e-07,-3.03,-60.01
Carica papaya,Phyllostomus elongatus,5.252994732296882e-07,-3.03,-60.01
Ficus clusiifolia,Uroderma bilobatum,5.252994732296882e-07,-3.03,-60.01
Vismia guianensis,Ametrida centurio,5.252994732296882e-07,-3.03,-60.01
Vismia guianensis,Phyllostomus discolor,1.0505989464593764e-06,-3.03,-60.01
Sacoglottis guianensis,Artibeus lituratus,1.5758984196890648e-06,-3.03,-60.01
Annona danforthii,Dermanura cinerea,5.252994732296882e-07,-3.03,-60.01
Annona danforthii,Artibeus lituratus,1.0505989464593764e-06,-3.03,-60.01
Solanum rugosum,Artibeus concolor,5.252994732296882e-07,-3.03,-60.01
Syzygium jambos,Artibeus planirostris,5.252994732296882e-07,-3.03,-60.01
Solanum rugosum,Uroderma magnirostrum,5.252994732296882e-07,-3.03,-60.01
Manilkara zapota,Rhinophylla pumilio,5.252994732296882e-07,-3.03,-60.01
Cecropia concolor,Ametrida centurio,5.252994732296882e-07,-3.03,-60.01
Ficus citrifolia,Dermanura cinerea,5.252994732296882e-07,-3.03,-60.01
Psidium guineense,Phyllostomus hastatus,5.252994732296882e-07,-3.03,-60.01
Bothriospora corymbosa,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Psychotria lupulina,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Strychnos panurensis,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Apeiba membranacea,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Stachyarrhena penduliflora,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Trichilia rubra,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Amaioua guianensis,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Miconia truncata,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Ficus americana,Myloplus asterias,1.0505989464593764e-06,-1.1451111,-69.487222
Apeiba membranacea,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Annona hypoglauca,Brycon falcatus,1.0505989464593764e-06,-1.275555,-69.73055
Strychnos panurensis,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Simaba orinocensis,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Ficus americana,Brycon melanopterus,1.0505989464593764e-06,-1.1451111,-69.487222
Cecropia distachya,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Genipa americana,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Ficus americana,Brycon falcatus,1.0505989464593764e-06,-1.1451111,-69.487222
Zygia longifolia,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Amaioua guianensis,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Ficus pertusa,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Byrsonima japurensis,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Alchornea fluviatilis,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Trichilia rubra,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Cecropia latiloba,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Annona hypoglauca,Myloplus torquatus,1.0505989464593764e-06,-1.1451111,-69.487222
Ficus pertusa,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Euterpe precatoria,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Cecropia latiloba,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Annona hypoglauca,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Bothriospora corymbosa,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Oxandra leucodermis,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Mauritiella aculeata,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Stachyarrhena penduliflora,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Zygia longifolia,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Genipa americana,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Cecropia distachya,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Nectandra oppositifolia,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Psychotria lupulina,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Byrsonima japurensis,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Virola duckei,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Quiina amazonica,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Cayaponia cruegeri,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Amaioua guianensis,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Ficus americana,Myloplus torquatus,1.0505989464593764e-06,-1.1451111,-69.487222
Byrsonima japurensis,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Apeiba membranacea,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Cayaponia cruegeri,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Genipa americana,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Byrsonima japurensis,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Oxandra leucodermis,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Stachyarrhena penduliflora,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Amaioua guianensis,Myloplus torquatus,1.0505989464593764e-06,-1.1451111,-69.487222
Virola duckei,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Zygia longifolia,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Nectandra oppositifolia,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Cecropia distachya,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Zygia longifolia,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Psychotria lupulina,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Mauritiella aculeata,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Virola duckei,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Nectandra oppositifolia,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Miconia truncata,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Amaioua guianensis,Brycon melanopterus,1.0505989464593764e-06,-1.1451111,-69.487222
Annona hypoglauca,Brycon amazonicus,1.0505989464593764e-06,-1.275555,-69.73055
Amaioua guianensis,Brycon falcatus,1.0505989464593764e-06,-1.275555,-69.73055
Alchornea fluviatilis,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Byrsonima japurensis,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Oxandra leucodermis,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Ficus americana,Myloplus rubripinnis,1.0505989464593764e-06,-1.1451111,-69.487222
Quiina amazonica,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Bactris riparia,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Quiina amazonica,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Trichilia rubra,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Nectandra oppositifolia,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Alchornea discolor,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Nectandra oppositifolia,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Byrsonima japurensis,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Cecropia latiloba,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Trichilia rubra,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Amaioua guianensis,Brycon amazonicus,1.0505989464593764e-06,-1.1451111,-69.487222
Euterpe precatoria,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Psychotria lupulina,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Cayaponia cruegeri,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Cayaponia cruegeri,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Cecropia distachya,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Psychotria lupulina,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Cecropia distachya,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Quiina amazonica,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Bothriospora corymbosa,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Cecropia distachya,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Ficus americana,Brycon amazonicus,1.0505989464593764e-06,-1.1451111,-69.487222
Alchornea discolor,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Zygia longifolia,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Oxandra leucodermis,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Oxandra leucodermis,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Apeiba membranacea,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Quiina amazonica,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Genipa americana,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Strychnos panurensis,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Alchornea fluviatilis,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Quiina amazonica,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Miconia truncata,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Annona hypoglauca,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Nectandra oppositifolia,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Cecropia latiloba,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Bothriospora corymbosa,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Annona hypoglauca,Brycon melanopterus,1.0505989464593764e-06,-1.275555,-69.73055
Ficus pertusa,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Trichilia rubra,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Euterpe precatoria,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Cayaponia cruegeri,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Virola duckei,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Stachyarrhena penduliflora,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Alchornea discolor,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Alchornea discolor,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Stachyarrhena penduliflora,Mylossoma duriventris,5.252994732296882e-07,-1.275555,-69.73055
Euterpe precatoria,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Bothriospora corymbosa,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Simaba orinocensis,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Apeiba membranacea,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Alchornea fluviatilis,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Strychnos panurensis,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Annona hypoglauca,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Alchornea discolor,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Simaba orinocensis,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Simaba orinocensis,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Simaba orinocensis,Brycon amazonicus,5.252994732296882e-07,-1.1451111,-69.487222
Virola duckei,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Alchornea fluviatilis,Brycon amazonicus,5.252994732296882e-07,-1.275555,-69.73055
Trichilia rubra,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Miconia truncata,Myloplus torquatus,5.252994732296882e-07,-1.1451111,-69.487222
Simaba orinocensis,Myloplus rubripinnis,5.252994732296882e-07,-1.1451111,-69.487222
Bothriospora corymbosa,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Alchornea discolor,Brycon falcatus,5.252994732296882e-07,-1.1451111,-69.487222
Bactris riparia,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Ficus pertusa,Brycon falcatus,5.252994732296882e-07,-1.275555,-69.73055
Strychnos panurensis,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Miconia truncata,Myloplus asterias,5.252994732296882e-07,-1.1451111,-69.487222
Miconia truncata,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Genipa americana,Myloplus torquatus,5.252994732296882e-07,-1.275555,-69.73055
Cecropia latiloba,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Ficus pertusa,Brycon melanopterus,5.252994732296882e-07,-1.275555,-69.73055
Psychotria lupulina,Brycon melanopterus,5.252994732296882e-07,-1.1451111,-69.487222
Cecropia sararensis,Mesophylla macconnelli,1.0505989464593764e-06,8.866666667,-70.494444
Cecropia telealba,Glossophaga soricina,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Piper marginatum,Mesophylla macconnelli,1.0505989464593764e-06,8.866666667,-70.494444
Ficus tonduzii,Glossophaga soricina,1.0505989464593764e-06,8.866666667,-70.494444
Anthurium nymphaefolium,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Solanum bicolor,Artibeus hartii,5.252994732296882e-07,8.866666667,-70.494444
Solanum tanysepalum,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Solanum bicolor,Mesophylla macconnelli,5.252994732296882e-07,8.866666667,-70.494444
Cecropia telealba,Artibeus jamaicensis,2.1011978929187528e-06,8.866666667,-70.494444
Solanum dissimile,Vampyressa thyone,5.252994732296882e-07,8.866666667,-70.494444
Saurauia tomentosa,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Piper marginatum,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Solanum dissimile,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Anthurium nymphaefolium,Carollia brevicauda,5.252994732296882e-07,8.866666667,-70.494444
Anthurium nymphaefolium,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Piper longispicum,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Saurauia tomentosa,Phyllostomus hastatus,5.252994732296882e-07,8.866666667,-70.494444
Asplundia vagans,Vampyressa thyone,5.252994732296882e-07,8.866666667,-70.494444
Asplundia vagans,Artibeus jamaicensis,5.252994732296882e-07,8.866666667,-70.494444
Piper diffamatum,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Piper diffamatum,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Vismia baccifera,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Cecropia telealba,Phyllostomus hastatus,5.252994732296882e-07,8.866666667,-70.494444
Solanum bicolor,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Sturnira lilium,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Piper aduncum,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Vismia baccifera,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Asplundia vagans,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Saurauia tomentosa,Platyrrhinus angustirostris,5.252994732296882e-07,8.866666667,-70.494444
Asplundia vagans,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Cecropia telealba,Carollia perspicillata,1.0505989464593764e-06,8.866666667,-70.494444
Vismia baccifera,Vampyressa thyone,1.0505989464593764e-06,8.866666667,-70.494444
Ficus insipida,Platyrrhinus albericoi,1.0505989464593764e-06,8.866666667,-70.494444
Solanum tanysepalum,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Solanum dissimile,Carollia brevicauda,5.252994732296882e-07,8.866666667,-70.494444
Piper longispicum,Vampyressa thyone,5.252994732296882e-07,8.866666667,-70.494444
Ficus insipida,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Anoura cultrata,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Carollia brevicauda,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Artibeus lituratus,1.0505989464593764e-06,8.866666667,-70.494444
Piper diffamatum,Glossophaga soricina,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Artibeus jamaicensis,5.252994732296882e-07,8.866666667,-70.494444
Cecropia sararensis,Artibeus lituratus,1.0505989464593764e-06,8.866666667,-70.494444
Piper longispicum,Carollia brevicauda,5.252994732296882e-07,8.866666667,-70.494444
Ficus maxima,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Lonchophylla robusta,5.252994732296882e-07,8.866666667,-70.494444
Piper aduncum,Artibeus glaucus,1.0505989464593764e-06,8.866666667,-70.494444
Cecropia telealba,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Ficus maxima,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Mesophylla macconnelli,1.0505989464593764e-06,8.866666667,-70.494444
Anthurium nymphaefolium,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Anthurium karstenianum,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Piper diffamatum,Vampyressa thyone,5.252994732296882e-07,8.866666667,-70.494444
Saurauia tomentosa,Vampyressa thyone,5.252994732296882e-07,8.866666667,-70.494444
Anthurium karstenianum,Glossophaga soricina,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Chiroderma salvini,5.252994732296882e-07,8.866666667,-70.494444
Anthurium nymphaefolium,Mesophylla macconnelli,5.252994732296882e-07,8.866666667,-70.494444
Anthurium karstenianum,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Piper aduncum,Platyrrhinus albericoi,1.0505989464593764e-06,8.866666667,-70.494444
Saurauia tomentosa,Mesophylla macconnelli,5.252994732296882e-07,8.866666667,-70.494444
Solanum bicolor,Artibeus jamaicensis,5.252994732296882e-07,8.866666667,-70.494444
Vismia baccifera,Anoura cultrata,5.252994732296882e-07,8.866666667,-70.494444
Anthurium karstenianum,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Vismia baccifera,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Mesophylla macconnelli,1.0505989464593764e-06,8.866666667,-70.494444
Piper aduncum,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Ficus maxima,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Piper diffamatum,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Piper diffamatum,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Piper longispicum,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Vampyressa thyone,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Phyllostomus hastatus,1.0505989464593764e-06,8.866666667,-70.494444
Asplundia vagans,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Ficus maxima,Anoura caudifer,1.5758984196890648e-06,8.866666667,-70.494444
Piper diffamatum,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Vampyressa thyone,1.0505989464593764e-06,8.866666667,-70.494444
Cecropia sararensis,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Solanum tanysepalum,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Anthurium nymphaefolium,Artibeus lituratus,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Platyrrhinus albericoi,1.0505989464593764e-06,8.866666667,-70.494444
Solanum dissimile,Chiroderma salvini,5.252994732296882e-07,8.866666667,-70.494444
Piper longispicum,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Solanum tanysepalum,Artibeus lituratus,5.252994732296882e-07,8.866666667,-70.494444
Ficus maxima,Chiroderma salvini,1.0505989464593764e-06,8.866666667,-70.494444
Psammisia penduliflora,Glossophaga soricina,5.252994732296882e-07,8.866666667,-70.494444
Solanum dissimile,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Solanum dissimile,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Cecropia telealba,Vampyressa thyone,1.0505989464593764e-06,8.866666667,-70.494444
Cecropia sararensis,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Platyrrhinus angustirostris,5.252994732296882e-07,8.866666667,-70.494444
Solanum bicolor,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Saurauia tomentosa,Platyrrhinus albericoi,5.252994732296882e-07,8.866666667,-70.494444
Cecropia sararensis,Lonchophylla robusta,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Phyllostomus hastatus,5.252994732296882e-07,8.866666667,-70.494444
Solanum bicolor,Phyllostomus hastatus,5.252994732296882e-07,8.866666667,-70.494444
Ficus maxima,Platyrrhinus angustirostris,1.0505989464593764e-06,8.866666667,-70.494444
Saurauia tomentosa,Artibeus hartii,5.252994732296882e-07,8.866666667,-70.494444
Piper marginatum,Phyllostomus hastatus,1.0505989464593764e-06,8.866666667,-70.494444
Cecropia sararensis,Artibeus jamaicensis,5.252994732296882e-07,8.866666667,-70.494444
Ficus maxima,Vampyressa thyone,1.0505989464593764e-06,8.866666667,-70.494444
Solanum tanysepalum,Phyllostomus hastatus,5.252994732296882e-07,8.866666667,-70.494444
Solanum dissimile,Lonchophylla robusta,5.252994732296882e-07,8.866666667,-70.494444
Vismia baccifera,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Mesophylla macconnelli,1.0505989464593764e-06,8.866666667,-70.494444
Ficus insipida,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Solanum bicolor,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Piper diffamatum,Platyrrhinus angustirostris,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Platyrrhinus albericoi,1.0505989464593764e-06,8.866666667,-70.494444
Cecropia telealba,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Lonchophylla robusta,5.252994732296882e-07,8.866666667,-70.494444
Anthurium nymphaefolium,Platyrrhinus albericoi,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Mesophylla macconnelli,5.252994732296882e-07,8.866666667,-70.494444
Solanum tanysepalum,Artibeus jamaicensis,5.252994732296882e-07,8.866666667,-70.494444
Cecropia sararensis,Artibeus hartii,5.252994732296882e-07,8.866666667,-70.494444
Solanum dissimile,Artibeus lituratus,5.252994732296882e-07,8.866666667,-70.494444
Cecropia telealba,Lonchophylla robusta,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Sturnira lilium,5.252994732296882e-07,8.866666667,-70.494444
Piper longispicum,Chiroderma salvini,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Carollia perspicillata,1.0505989464593764e-06,8.866666667,-70.494444
Anthurium karstenianum,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Phyllostomus hastatus,5.252994732296882e-07,8.866666667,-70.494444
Ficus insipida,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Cecropia telealba,Anoura cultrata,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Anthurium karstenianum,Sturnira lilium,5.252994732296882e-07,8.866666667,-70.494444
Asplundia vagans,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Solanum dissimile,Mesophylla macconnelli,5.252994732296882e-07,8.866666667,-70.494444
Anthurium karstenianum,Carollia brevicauda,5.252994732296882e-07,8.866666667,-70.494444
Piper diffamatum,Artibeus jamaicensis,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Artibeus lituratus,5.252994732296882e-07,8.866666667,-70.494444
Piper longispicum,Carollia perspicillata,5.252994732296882e-07,8.866666667,-70.494444
Anthurium nymphaefolium,Platyrrhinus angustirostris,5.252994732296882e-07,8.866666667,-70.494444
Ficus insipida,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Anthurium nymphaefolium,Chiroderma salvini,5.252994732296882e-07,8.866666667,-70.494444
Anthurium bernardii,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Artibeus amplus,5.252994732296882e-07,8.866666667,-70.494444
Anthurium karstenianum,Sturnira adrianae,5.252994732296882e-07,8.866666667,-70.494444
Vismia baccifera,Platyrrhinus umbratus,5.252994732296882e-07,8.866666667,-70.494444
Saurauia tomentosa,Carollia perspicillata,5.252994732296882e-07,8.866666667,-70.494444
Piper marginatum,Anoura caudifer,5.252994732296882e-07,8.866666667,-70.494444
Ficus tonduzii,Sturnira erythromos,5.252994732296882e-07,8.866666667,-70.494444
Piper longispicum,Artibeus glaucus,5.252994732296882e-07,8.866666667,-70.494444
Solanum acerifolium,Uroderma bakeri,5.252994732296882e-07,8.866666667,-70.494444
Piper phytolaccifolium,Mesophylla macconnelli,5.252994732296882e-07,8.866666667,-70.494444
Psammisia penduliflora,Vampyressa thyone,1.0505989464593764e-06,8.866666667,-70.494444
Anthurium nymphaefolium,Vampyressa thyone,5.252994732296882e-07,8.866666667,-70.494444
