targetTaxonName,sourceTaxonName,interaction_pair_fraction,decimalLatitude,decimalLongitude
Lebiasinidae,Egretta thula,5.252994732296882e-07,7.0,-69.0
Curimata,Egretta thula,5.252994732296882e-07,7.0,-69.0
Cichlidae,Egretta thula,1.0505989464593764e-06,7.0,-69.0
Arthropoda,Egretta thula,2.6264973661484414e-06,7.0,-69.0
Hymenoptera,Tyrannus melancholicus,5.252994732296882e-07,14.81667,-61.18333333
Orthoptera,Tyrannus melancholicus,5.252994732296882e-07,14.81667,-61.18333333
Lepidoptera,Tyrannus melancholicus,5.252994732296882e-07,14.81667,-61.18333333
Odonata,Tyrannus melancholicus,5.252994732296882e-07,14.81667,-61.18333333
Coleoptera,Tyrannus melancholicus,5.252994732296882e-07,14.81667,-61.18333333
Arthropoda,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Euleptorhamphus viridis,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Coryphaena equiselis,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Syngnathidae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Parexocoetus,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Pterocaesio,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Hirundichthys speculiger,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Belonidae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Teleostei,Phaethon lepturus,2.1011978929187528e-06,-4.25,-55.666667
Coryphaena,Onychoprion fuscatus,1.5758984196890648e-06,-4.25,-55.666667
Caesio caerulaurea,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Arthropoda,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Decapterus macrosoma,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Belonidae,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Mullidae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Sardinella,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Teuthida,Ardenna pacifica,1.0505989464593764e-06,-4.25,-55.666667
Hirundichthys speculiger,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Oxyporhamphus micropterus,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Exocoetus monocirrhus,Anous stolidus,5.252994732296882e-07,-4.25,-55.666667
Exocoetus,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Teleostei,Anous stolidus,2.1011978929187528e-06,-4.25,-55.666667
Engraulidae,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Dipterygonotus balteatus,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Coryphaena hippurus,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Dipterygonotus balteatus,Ardenna pacifica,1.0505989464593764e-06,-4.25,-55.666667
Coryphaena,Sterna dougallii,5.252994732296882e-07,-4.25,-55.666667
Mulloidichthys flavolineatus,Ardenna pacifica,5.252994732296882e-07,-4.25,-55.666667
Balistidae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Engraulidae,Gygis alba,1.0505989464593764e-06,-4.25,-55.666667
Hemiramphidae,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Clupeidae,Ardenna pacifica,1.0505989464593764e-06,-4.25,-55.666667
Teuthida,Phaethon lepturus,1.5758984196890648e-06,-4.25,-55.666667
Hemiramphidae,Sterna dougallii,1.0505989464593764e-06,-4.25,-55.666667
Teuthida,Onychoprion fuscatus,1.5758984196890648e-06,-4.25,-55.666667
Hirundichthys speculiger,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Coryphaena,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Dipterygonotus balteatus,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Teleostei,Ardenna pacifica,2.1011978929187528e-06,-4.25,-55.666667
Parexocoetus brachypterus,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Exocoetus monocirrhus,Phaethon lepturus,5.252994732296882e-07,-4.25,-55.666667
Clupeidae,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Scombridae,Ardenna pacifica,1.0505989464593764e-06,-4.25,-55.666667
Teleostei,Onychoprion fuscatus,2.1011978929187528e-06,-4.25,-55.666667
Holocentridae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Engraulidae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Teuthida,Gygis alba,1.0505989464593764e-06,-4.25,-55.666667
Clupeidae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Exocoetus,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Exocoetus monocirrhus,Onychoprion fuscatus,5.252994732296882e-07,-4.25,-55.666667
Belonidae,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Carangidae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Pomacentridae,Sterna dougallii,5.252994732296882e-07,-4.25,-55.666667
Mulloidichthys flavolineatus,Anous stolidus,5.252994732296882e-07,-4.25,-55.666667
Sardinella,Anous stolidus,1.0505989464593764e-06,-4.25,-55.666667
Teuthida,Anous stolidus,1.5758984196890648e-06,-4.25,-55.666667
Pomacentridae,Phaethon lepturus,5.252994732296882e-07,-4.25,-55.666667
Parexocoetus,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Sardinella,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Engraulidae,Anous stolidus,1.5758984196890648e-06,-4.25,-55.666667
Teleostei,Gygis alba,1.0505989464593764e-06,-4.25,-55.666667
Decapterus,Phaethon lepturus,1.5758984196890648e-06,-4.25,-55.666667
Labridae,Phaethon lepturus,1.0505989464593764e-06,-4.25,-55.666667
Coryphaena,Phaethon lepturus,5.252994732296882e-07,-4.25,-55.666667
Dipterygonotus balteatus,Gygis alba,5.252994732296882e-07,-4.25,-55.666667
Clupeidae,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Exocoetus monocirrhus,Sterna dougallii,5.252994732296882e-07,-4.25,-55.666667
Arthropoda,Ardenna pacifica,1.0505989464593764e-06,-4.25,-55.666667
Dipterygonotus balteatus,Onychoprion fuscatus,1.0505989464593764e-06,-4.25,-55.666667
Mullidae,Sterna dougallii,5.252994732296882e-07,-4.25,-55.666667
Clupeidae,Gygis alba,5.252994732296882e-07,-4.25,-55.666667
Carangidae,Sterna dougallii,5.252994732296882e-07,-4.25,-55.666667
Dipterygonotus balteatus,Sterna dougallii,5.252994732296882e-07,-4.25,-55.666667
Inga oerstediana,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Heliocarpus americanus,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Piptocoma,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Geonoma undata,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Corymbia citriodora,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Ocotea,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Croton gossypiifolius,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Erythrina poeppigiana,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Guettarda crispiflora,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Sapium stylare,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Cecropia angustifolia,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Alchornea triplinervia,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Tetrorchidium rubrivenium,Pyrrhura hoematotis,5.252994732296882e-07,10.4,-66.9
Heteroptera,Parkesia noveboracensis,5.252994732296882e-07,10.68333,-63.78333333
Decapoda,Parkesia noveboracensis,5.252994732296882e-07,10.68333,-63.78333333
Odonata,Setophaga ruticilla,5.252994732296882e-07,10.68333,-63.78333333
Orthoptera,Setophaga ruticilla,5.252994732296882e-07,10.68333,-63.78333333
Odonata,Parkesia noveboracensis,5.252994732296882e-07,10.68333,-63.78333333
Heteroptera,Setophaga ruticilla,1.0505989464593764e-06,10.68333,-63.78333333
Neuroptera,Parkesia noveboracensis,5.252994732296882e-07,10.68333,-63.78333333
Hymenoptera,Parkesia noveboracensis,5.252994732296882e-07,10.68333,-63.78333333
Blattodea,Parkesia noveboracensis,5.252994732296882e-07,10.68333,-63.78333333
Livestock,Puma concolor,4.2023957858375056e-06,7.2463,-66.0977
"Small mammal, undetermined",Puma concolor,1.0505989464593764e-06,8.833333334,-68.15
Dasyprocta,Puma concolor,5.252994732296882e-07,8.833333334,-68.15
Myrmecophaga tridactyla,Panthera onca,2.1011978929187528e-06,8.833333334,-68.15
Sylvilagus floridanus,Panthera onca,1.5758984196890648e-06,8.833333334,-68.15
Livestock,Panthera onca,2.1011978929187528e-06,8.833333334,-68.15
Didelphis marsupialis,Leopardus pardalis,4.2023957858375056e-06,8.5412,-66.6231
Sigmodon alstoni,Leopardus pardalis,5.252994732296882e-07,8.5412,-66.6231
Pattonomys semivillosus,Leopardus pardalis,5.252994732296882e-07,8.5412,-66.6231
Sylvilagus,Leopardus pardalis,1.5758984196890648e-06,8.5412,-66.6231
Plantae,Leopardus pardalis,4.727695259067195e-06,8.5412,-66.6231
Zygodontomys brevicauda,Leopardus pardalis,5.252994732296882e-07,8.5412,-66.6231
Oryzomys,Leopardus pardalis,1.0505989464593764e-06,8.5412,-66.6231
Heteromys anomalus,Leopardus pardalis,5.252994732296882e-07,8.5412,-66.6231
Actinopterygii,Leopardus pardalis,5.252994732296882e-07,8.5412,-66.6231
Arthropoda,Leopardus pardalis,5.252994732296882e-07,8.5412,-66.6231
Sigmodon alstoni,Puma yagouaroundi,5.252994732296882e-07,7.2463,-66.0977
Sylvilagus floridanus,Puma yagouaroundi,5.252994732296882e-07,7.2463,-66.0977
Domestic animal,Puma yagouaroundi,5.252994732296882e-07,7.2463,-66.0977
Zygodontomys brevicauda,Puma yagouaroundi,5.252994732296882e-07,7.2463,-66.0977
unidentified,Atilax paludinosus,1.5758984196890648e-06,13.8794,-60.9712
Invertebrate,Atilax paludinosus,2.1011978929187528e-06,13.8794,-60.9712
Plantae,Atilax paludinosus,5.252994732296882e-07,13.8794,-60.9712
Sturnira tildae,Strix huhula,5.252994732296882e-07,4.5743888889,-52.4527777778
Symphonia globulifera,Cyanerpes caeruleus,5.252994732296882e-07,-3.0647284967,-60.0962351834
Tinamus major,Boa constrictor,5.252994732296882e-07,4.6434179765,-55.3958022386
Callistemon citrinus,Adelomyia melanogenys,5.252994732296882e-07,10.3951850828,-66.9866979952
Callistemon citrinus,Colibri cyanotus,5.252994732296882e-07,10.395141542,-66.9866445066
Atractus trilineatus,Micrurus circinalis,5.252994732296882e-07,10.1902177534,-61.3019536132
Dendropsophus microcephalus,Leptodeira ashmeadii,5.252994732296882e-07,10.3548165438,-61.3506662436
Cissus,Nymula,1.0505989464593764e-06,10.7177173168,-61.5046804797
Actitis macularius,Eunectes murinus,5.252994732296882e-07,4.0375948445,-52.6721048353
Gonatodes vittatus,Oxyrhopus petolarius,5.252994732296882e-07,10.5338205218,-61.4018553123
Anura,Chironius carinatus,5.252994732296882e-07,3.5556736717,-52.9903996076
Antigonon leptopus,Thecla marius,5.252994732296882e-07,-3.1446712933,-60.0315365195
Ceiba pentandra,Phyllostomus discolor,2.6264973661484414e-06,-3.167625,-59.929054
Calotropis procera,Apis mellifera,5.252994732296882e-07,12.1346341,-68.2796944
Hemiramphus brasiliensis,Pandion haliaetus,5.252994732296882e-07,14.5274466667,-61.0882783333
Sesuvium portulacastrum,Apis mellifera,5.252994732296882e-07,12.0799661558,-68.9173601543
Turnera ulmifolia,Disonycha spilotrachela,5.252994732296882e-07,12.1598226082,-68.2814959386
Calotropis procera,Coereba flaveola,5.252994732296882e-07,12.5633016667,-70.0476916667
Rhinella beebei,Leptodeira ashmeadii,5.252994732296882e-07,10.5232395895,-61.2759088805
Insecta,Leptofreya ambigua,1.0505989464593764e-06,-3.0070274963,-59.9401184544
Calotropis procera,Danaus plexippus megalippe,2.1011978929187528e-06,12.117460976,-68.2706982042
Anura,Erythrolamprus reginae,1.0505989464593764e-06,4.1934358444,-52.1381279132
Cecropia,Colobura dirce,1.1031288937823454e-05,10.1697837,-61.6391954
Leptodactylus fuscus,Leptodeira ashmeadii,5.252994732296882e-07,10.5340380747,-61.4026670158
Sesuvium portulacastrum,Spoladea recurvalis,5.252994732296882e-07,12.1027717446,-68.9263130278
Fabaceae,Nymula,1.0505989464593764e-06,10.7397412313,-61.2556934397
Serpentes,Bothrops,5.252994732296882e-07,4.9968896906,-71.3406034559
Etlingera elatior,Phaethornis guy,5.252994732296882e-07,10.729195,-61.31117
Mangifera indica,Thraupis palmarum,1.0505989464593764e-06,10.6844895425,-61.5539696942
Croton gossypiifolius,Coereba flaveola,5.252994732296882e-07,10.7261762718,-61.3067230419
Poaceae,Volatinia jacarina,1.0505989464593764e-06,10.6844895425,-61.5539696942
Melastomataceae,Tangara,5.252994732296882e-07,10.7261762718,-61.3067230419
Arecaceae,Turdus nudigenis,5.252994732296882e-07,10.6844895425,-61.5539696942
Iguana iguana,Boa constrictor,1.0505989464593764e-06,10.468875437,-66.5642594174
Synbranchus marmoratus,Micrurus lemniscatus,5.252994732296882e-07,4.8310710208,-52.5253136772
Melastomataceae,Pteroglossus aracari,5.252994732296882e-07,-3.0649597501,-60.095969678
Dypsis lutescens,Ortalis ruficauda,5.252994732296882e-07,11.3076432543,-60.5296844088
Brotogeris versicolurus,Falco deiroleucus,5.252994732296882e-07,-4.2642411916,-69.919807051
Chilopoda,Tantilla capistrata,5.252994732296882e-07,10.6869073963,-61.4988105092
Scolopendra angulata,Tantilla capistrata,5.252994732296882e-07,10.6858011396,-61.498737938
Didelphidae,Bothrops,5.252994732296882e-07,-2.44897,-59.770293
Allamanda cathartica,Pseudosphinx tetrio,1.0505989464593764e-06,14.5052116667,-61.0843721667
Thraupis episcopus,Oxybelis fulgidus,5.252994732296882e-07,3.7527863334,-59.3098855019
Atractus trilineatus,Erythrolamprus melanotus,5.252994732296882e-07,10.1593287993,-61.7032916844
Tropidurus hispidus,Oxybelis fulgidus,5.252994732296882e-07,-3.0515073592,-59.9728504568
Euterpe,Orthopsittaca manilatus,5.252994732296882e-07,-3.1590257613,-60.073014876
Teiidae,Mastigodryas boddaerti,5.252994732296882e-07,10.7941034426,-61.2653875351
Arecaceae,Brotogeris versicolurus,5.252994732296882e-07,-3.1206298186,-60.1603596213
Inga,Brotogeris versicolurus,5.252994732296882e-07,-3.105702356,-60.196598845
Boana boans,Leptophis coeruleodorsus,5.252994732296882e-07,10.7927330394,-61.2992433831
Arecaceae,Patagioenas cayennensis,5.252994732296882e-07,-3.0827079895,-60.0094428286
Magnoliopsida,Thraupis palmarum,5.252994732296882e-07,-3.0935839531,-59.9931745604
Orthoptera,Thecadactylus rapicauda,5.252994732296882e-07,-2.4418730938,-59.785323143
Dendrocygna autumnalis,Eunectes murinus,5.252994732296882e-07,7.8408726671,-67.6087246931
Boana boans,Chironius septentrionalis,5.252994732296882e-07,10.6968417615,-61.2927021199
Rodentia,Bothrops,5.252994732296882e-07,10.732108519,-61.357926133
Cissus erosa,Juditha lamis,5.252994732296882e-07,-1.6111698604,-52.814878094
Mangifera indica,Brotogeris versicolurus,1.0505989464593764e-06,-3.196783356,-59.9483614914
Iguana iguana,Caracara plancus,5.252994732296882e-07,12.3458711079,-69.0900993347
Carica,Thraupis episcopus,1.5758984196890648e-06,-3.0083590527,-60.0737809762
Vismia,Carollia brevicaudum,5.252994732296882e-07,8.6740845185,-71.105803549
Piper,Carollia brevicaudum,1.0505989464593764e-06,8.6740626434,-71.105840429
Iguana iguana,Eunectes murinus,5.252994732296882e-07,8.578,-67.593
Pimenta,Phocides polybius,2.1011978929187528e-06,10.6514184668,-61.4035703694
Anolis aeneus,Leptodeira ashmeadii,5.252994732296882e-07,10.5119764369,-61.3904297724
Lantana,Thecla marius,1.0505989464593764e-06,10.6514729311,-61.4040659211
Psidium,Phocides polybius,2.1011978929187528e-06,10.6514776222,-61.4035521636
Anolis aeneus,Oxybelis rutherfordi,5.252994732296882e-07,10.534139929,-61.4022539556
Boerhavia,Megalorhipida leucodactylus,1.0505989464593764e-06,12.151998176,-68.274250705
Anura,Leptodeira ashmeadii,5.252994732296882e-07,10.5338304105,-61.4019910991
Euphorbia ophthalmica,Iguana iguana,1.0505989464593764e-06,12.119780893,-68.2905734695
Haematoxylum brasiletto,Amazona barbadensis,5.252994732296882e-07,12.3682304968,-68.3487549148
Thecadactylus rapicauda,Leptophis coeruleodorsus,5.252994732296882e-07,10.4641283333,-61.2290466667
Elachistocleis surinamensis,Erythrolamprus melanotus,5.252994732296882e-07,10.288864688,-67.6179910112
Reptilia,Pseudoboa coronata,5.252994732296882e-07,3.2851728238,-53.7840168684
Columbidae,Boa constrictor,5.252994732296882e-07,10.6684509407,-61.657362801
Pitcairnia geyskesii,Thalurania furcata,5.252994732296882e-07,4.678213,-56.182923
Rhinella,Erythrolamprus reginae,5.252994732296882e-07,-1.4357918639,-48.4354769194
Trachycephalus typhonius,Leptophis coeruleodorsus,5.252994732296882e-07,10.6925708617,-61.2894953775
Scolopendra,Scolopendra subspinipes,5.252994732296882e-07,13.0123769633,-61.2435865402
Neognathophausia ingens,Ziphius cavirostris,5.252994732296882e-07,12.1,-68.9333333333
Echinometra lucunter,Cassis tuberosa,5.252994732296882e-07,13.1673112211,-59.5549490609
Tripneustes ventricosus,Cassis tuberosa,2.1011978929187528e-06,13.1673112211,-59.5549490609
Atherina presbyter,Halichoerus grypus,5.252994732296882e-07,3.92959851653,-53.2329457703
Ficus maxima,Uroderma bilobatum,4.2023957858375056e-06,-1.452731,-48.476513
Manilkara zapota,Glossophaga soricina,2.6264973661484414e-06,-1.452731,-48.476513
Manilkara zapota,Artibeus jamaicensis,5.778294205526571e-06,-1.452731,-48.476513
Ficus retusa,Artibeus jamaicensis,5.252994732296882e-07,-1.452731,-48.476513
Ficus retusa,Uroderma bilobatum,5.252994732296882e-07,-1.452731,-48.476513
Cecropia palmata,Glossophaga soricina,5.252994732296882e-07,-1.452731,-48.476513
Cecropia palmata,Artibeus jamaicensis,1.5758984196890648e-06,-1.452731,-48.476513
Citrus sinensis,Tetranychidae,2.6264973661484414e-06,10.29,-68.02
Insecta,Ptychocharax rhyacophila,1.0505989464593764e-06,7.13229416703,-66.1531287303
Animalia,Ptychocharax rhyacophila,5.252994732296882e-07,7.13229416703,-66.1531287303
Arachnida,Ptychocharax rhyacophila,5.252994732296882e-07,7.13229416703,-66.1531287303
Trichoptera,Ptychocharax rhyacophila,5.252994732296882e-07,7.13229416703,-66.1531287303
Hymenoptera,Ptychocharax rhyacophila,5.252994732296882e-07,7.13229416703,-66.1531287303
Animalia,Gladioglanis machadoi,5.252994732296882e-07,7.13229416703,-66.1531287303
Gnathostomata,Bryconops affinis,1.0505989464593764e-06,7.13229416703,-66.1531287303
unidentified,Roeboides dayi,5.252994732296882e-07,7.13229416703,-66.1531287303
Actinopterygii,Bryconops affinis,1.0505989464593764e-06,7.13229416703,-66.1531287303
unidentified,Bryconops affinis,3.1517968393781296e-06,7.13229416703,-66.1531287303
Crustacea,Roeboides dayi,5.252994732296882e-07,7.13229416703,-66.1531287303
Insecta,Bryconops affinis,2.1011978929187528e-06,7.13229416703,-66.1531287303
Gnathostomata,Cichla intermedia,4.2023957858375056e-06,7.13229416703,-66.1531287303
unidentified,Cichla intermedia,3.677096312607818e-06,7.13229416703,-66.1531287303
Crustacea,Moenkhausia intermedia,5.252994732296882e-07,3.92959851653,-53.2329457703
Daphnia,Moenkhausia intermedia,5.252994732296882e-07,3.92959851653,-53.2329457703
Animalia,Caquetaia kraussii,2.6264973661484414e-06,7.13229416703,-66.1531287303
Crustacea,Caquetaia kraussii,4.727695259067195e-06,7.13229416703,-66.1531287303
Pisces,Caquetaia kraussii,2.1011978929187528e-06,7.13229416703,-66.1531287303
Mollusca,Caquetaia kraussii,2.1011978929187528e-06,7.13229416703,-66.1531287303
Plantae,Caquetaia kraussii,4.2023957858375056e-06,7.13229416703,-66.1531287303
Insecta,Caquetaia kraussii,1.3132486830742207e-05,7.13229416703,-66.1531287303
Najas,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Gastropoda,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Bryozoa,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Ciliophora,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Bacillariophyceae,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Branchiopoda,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Rotifera,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Copepoda,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Ostracoda,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Cyanophyta,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Campsurus,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Potamogeton,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Crustacea,Elacatinus prochilos,1.5758984196890648e-06,13.1673112211,-59.5549490609
unidentified,Elacatinus prochilos,1.0505989464593764e-06,13.1673112211,-59.5549490609
Cnidaria,Elacatinus evelynae,1.0505989464593764e-06,13.1673112211,-59.5549490609
Gnathiidae,Elacatinus prochilos,5.252994732296882e-07,13.1673112211,-59.5549490609
Copepoda,Elacatinus prochilos,5.252994732296882e-07,13.1673112211,-59.5549490609
Cnidaria,Elacatinus prochilos,1.0505989464593764e-06,13.1673112211,-59.5549490609
unidentified,Elacatinus evelynae,1.0505989464593764e-06,13.1673112211,-59.5549490609
Animalia,Elacatinus prochilos,5.252994732296882e-07,13.1673112211,-59.5549490609
Animalia,Elacatinus evelynae,1.0505989464593764e-06,13.1673112211,-59.5549490609
Plantae,Hypostomus robinii,5.252994732296882e-07,10.4691049454,-61.25675549
Gnathostomata,Cichla orinocensis,7.354192625215636e-06,7.13229416703,-66.1531287303
Gnathostomata,Cichla temensis,9.45539051813439e-06,7.13229416703,-66.1531287303
Acestrorhynchus heterolepis,Cichla temensis,5.252994732296882e-07,7.13229416703,-66.1531287303
Hemigrammus analis,Cichla temensis,5.252994732296882e-07,7.13229416703,-66.1531287303
Crenicichla,Cichla temensis,5.252994732296882e-07,7.13229416703,-66.1531287303
Semaprochilodus kneri,Cichla temensis,5.252994732296882e-07,7.13229416703,-66.1531287303
Nannostomus,Cichla temensis,5.252994732296882e-07,7.13229416703,-66.1531287303
unidentified,Cichla temensis,2.6264973661484414e-06,7.13229416703,-66.1531287303
Nannostomus,Cichla orinocensis,5.252994732296882e-07,7.13229416703,-66.1531287303
Hemigrammus analis,Cichla orinocensis,5.252994732296882e-07,7.13229416703,-66.1531287303
Crenicichla,Cichla orinocensis,5.252994732296882e-07,7.13229416703,-66.1531287303
Hemigrammus vorderwinkleri,Cichla orinocensis,5.252994732296882e-07,7.13229416703,-66.1531287303
unidentified,Cichla orinocensis,3.677096312607818e-06,7.13229416703,-66.1531287303
Mollusca,Hoplosternum littorale,2.6264973661484414e-06,7.13229416703,-66.1531287303
Gnathostomata,Hoplosternum littorale,2.6264973661484414e-06,7.13229416703,-66.1531287303
Animalia,Hoplosternum littorale,1.1031288937823454e-05,7.13229416703,-66.1531287303
Chironomidae,Hoplosternum littorale,3.1517968393781296e-06,7.13229416703,-66.1531287303
Difflugia,Hoplosternum littorale,5.252994732296882e-07,7.13229416703,-66.1531287303
Desmidiales,Hoplosternum littorale,5.252994732296882e-07,7.13229416703,-66.1531287303
Actinopterygii,Hoplosternum littorale,1.0505989464593764e-06,7.13229416703,-66.1531287303
Coleoptera,Hoplosternum littorale,2.1011978929187528e-06,7.13229416703,-66.1531287303
Magnoliophyta,Hoplosternum littorale,1.5758984196890648e-06,7.13229416703,-66.1531287303
Prymnesiophyceae,Hoplosternum littorale,5.252994732296882e-07,7.13229416703,-66.1531287303
Wolffia,Hoplosternum littorale,5.252994732296882e-07,7.13229416703,-66.1531287303
Insecta,Rivulus hartii,2.1011978929187528e-06,10.4691049454,-61.25675549
Plantae,Rivulus hartii,1.0505989464593764e-06,10.4691049454,-61.25675549
Prymnesiophyceae,Rivulus hartii,5.252994732296882e-07,10.4691049454,-61.25675549
Coleoptera,Rivulus hartii,5.252994732296882e-07,10.4691049454,-61.25675549
Poecilia reticulata,Rivulus hartii,5.252994732296882e-07,10.4691049454,-61.25675549
Formicidae,Rivulus hartii,5.252994732296882e-07,10.4691049454,-61.25675549
Arachnida,Rivulus hartii,5.252994732296882e-07,10.4691049454,-61.25675549
Gnathostomata,Rivulus hartii,5.252994732296882e-07,10.4691049454,-61.25675549
Crustacea,Serrasalmus medinai,1.5758984196890648e-06,7.13229416703,-66.1531287303
Insecta,Serrasalmus irritans,1.5758984196890648e-06,7.13229416703,-66.1531287303
Plantae,Serrasalmus irritans,1.0505989464593764e-06,7.13229416703,-66.1531287303
Crustacea,Serrasalmus irritans,1.0505989464593764e-06,7.13229416703,-66.1531287303
Gnathostomata,Serrasalmus irritans,3.677096312607818e-06,7.13229416703,-66.1531287303
Insecta,Serrasalmus medinai,2.6264973661484414e-06,7.13229416703,-66.1531287303
Gnathostomata,Serrasalmus medinai,2.1011978929187528e-06,7.13229416703,-66.1531287303
Gnathostomata,Caquetaia kraussii,6.303593678756259e-06,7.13229416703,-66.1531287303
Plantae,Gymnotus carapo,3.677096312607818e-06,7.13229416703,-66.1531287303
Plantae,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Insecta,Serrasalmus rhombeus,4.2023957858375056e-06,7.13229416703,-66.1531287303
Gnathostomata,Gymnotus carapo,4.727695259067195e-06,7.13229416703,-66.1531287303
Gnathostomata,Charax gibbosus,6.828893151985947e-06,7.13229416703,-66.1531287303
Insecta,Charax gibbosus,1.0505989464593766e-05,7.13229416703,-66.1531287303
Crustacea,Charax gibbosus,4.2023957858375056e-06,7.13229416703,-66.1531287303
Gnathostomata,Serrasalmus rhombeus,7.354192625215636e-06,7.13229416703,-66.1531287303
Crustacea,Gymnotus carapo,5.252994732296883e-06,7.13229416703,-66.1531287303
Insecta,Gymnotus carapo,8.9300910449047e-06,7.13229416703,-66.1531287303
Mollusca,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Mollusca,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Crustacea,Serrasalmus rhombeus,1.5758984196890648e-06,7.13229416703,-66.1531287303
Pisces,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Crustacea,Pygocentrus cariba,8.9300910449047e-06,7.13229416703,-66.1531287303
Insecta,Pygocentrus cariba,2.153727840241722e-05,7.13229416703,-66.1531287303
Aves,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Gnathostomata,Pygocentrus cariba,1.3657786303971895e-05,7.13229416703,-66.1531287303
Plantae,Pygocentrus cariba,8.9300910449047e-06,7.13229416703,-66.1531287303
Mammalia,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Animalia,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Tetrapoda,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
